SYMBOL	group	notes	
BCAM	VCT2_exploratory		
IFI6	VCT2_exploratory		
MGST3	VCT2_exploratory		
DUSP9	VCT2_exploratory		
XAGE3	VCT2_exploratory		
NGFRAP1	VCT2_exploratory		
KRT23	VCT2_exploratory		
MLLT1	VCT2_exploratory		
PERP	VCT2_exploratory		
WBP5	VCT2_exploratory		
EFEMP1	VCT2_exploratory		
FOLR1	VCT2_exploratory		
PKIB	VCT2_exploratory		
CDO1	VCT2_exploratory		
CLDN4	VCT2_exploratory		
SLC2A1	VCT2_exploratory		
TUSC3	VCT2_exploratory		
CSF3R	VCT2_exploratory		
SERINC2	VCT2_exploratory		
S100P	SCT_exploratory		
ANXA1	SCT_exploratory		
KRT23	SCT_exploratory		
HMGB3	SCT_exploratory		
KRT18	SCT_exploratory		
KRT8	SCT_exploratory		
GATA3	SCT_exploratory		
CGA	SCT_exploratory		
TMEM40	SCT_exploratory		
CYP11A1	SCT_exploratory		
XAGE3	SCT_exploratory		
HSPB8	SCT_exploratory		
SLC2A1	SCT_exploratory		
TFAP2A	SCT_exploratory		
XAGE2	SCT_exploratory		
GDF15	SCT_exploratory		
LYPD3	SCT_exploratory		
SPINT1	SCT_exploratory		
EZR	SCT_exploratory		
CLIC3	SCT_exploratory		
CLDN7	SCT_exploratory		
TINAGL1	SCT_exploratory		
RAB11A	SCT_exploratory		
CLDN4	SCT_exploratory		
RASA1	SCT_exploratory		
CSF3R	SCT_exploratory		
PVRL4	SCT_exploratory		
SPINT2	SCT_exploratory		
TSC22D1	SCT_exploratory		
ERVW-1	SCT_exploratory		
LEP	SCT_exploratory		
CGB1	SCT_exploratory		
CGB2	SCT_exploratory		
LGALS13	SCT_exploratory		
PAGE4	SCT_exploratory		
ELANE	Neutrophil_signature_1		
CSF3R	Neutrophil_signature_1		
CD177	Neutrophil_signature_1		
CEBPE	Neutrophil_signature_1		
ANXA3	Neutrophil_signature_1		
CEACAM8	Neutrophil_signature_1		
SELL	Neutrophil_signature_1		
ITGB2	Neutrophil_signature_1		
CD33	Neutrophil_signature_1		
MME	Neutrophil_signature_1		
CXCR2	Neutrophil_signature_1		
ICAM1	Neutrophil_signature_1		
FCGR3A	Neutrophil_signature_1		
FCGR2A	Neutrophil_signature_1		
FCGR2B	Neutrophil_signature_1		
CD55	Neutrophil_signature_1		
LCN1	Neutrophil_signature_1		
PAD4	Neutrophil_signature_1		
CREB5	Neutrophil_signature_2		
CDA	Neutrophil_signature_2		
CHST15	Neutrophil_signature_2		
S100A12	Neutrophil_signature_2		
APOBEC3A	Neutrophil_signature_2		
CASP5	Neutrophil_signature_2		
MMP25	Neutrophil_signature_2		
HAL	Neutrophil_signature_2		
C1orf183	Neutrophil_signature_2		
FFAR2	Neutrophil_signature_2		
MAK	Neutrophil_signature_2		
CXCR1	Neutrophil_signature_2		
STEAP4	Neutrophil_signature_2		
MGAM	Neutrophil_signature_2		
BTNL8	Neutrophil_signature_2		
CXCR2	Neutrophil_signature_2		
TNFRSF10C	Neutrophil_signature_2		
VNN3	Neutrophil_signature_2		
HDC	MastCell_signature_1		
TPSB2	MastCell_signature_1		
FCER1A	MastCell_signature_1		
KIT	MastCell_signature_1		
FCER2	MastCell_signature_1		
ENPP3	MastCell_signature_1		
HNMT	MastCell_signature_1		
DAO	MastCell_signature_1		
TPSAB1	MastCell_signature_1		
CPA3	MastCell_signature_1		
SRGN	MastCell_signature_1		
CD59	MastCell_signature_1		
HPGO	MastCell_signature_1		
RGS1	MastCell_signature_1		
CMA1	MastCell_signature_1		
SLC18A1	MastCell_signature_1		
SAMSN1	MastCell_signature_1		
ADAMTS3	MastCell_signature_2		
CPA3	MastCell_signature_2		
CMA1	MastCell_signature_2		
CTSG	MastCell_signature_2		
ARHGAP15	MastCell_signature_2		
CPM	MastCell_signature_2		
FCN1	MastCell_signature_2		
FTL	MastCell_signature_2		
HSPA6	MastCell_signature_2		
ITGA9	MastCell_signature_2		
RNASE3	MastCell_signature_2		
S100A4	MastCell_signature_2		
SIGLEC8	MastCell_signature_2		
SLC6A4	MastCell_signature_2		
PTGS2	MastCell_signature_2		
EGR3	MastCell_signature_2		
PILRA	MastCell_signature_2		
RNASE2	Eosinophil_signature_1		
RNASE3	Eosinophil_signature_1		
ADGRE1	Eosinophil_signature_1		
IL5RA	Eosinophil_signature_1		
SIGLEC8	Eosinophil_signature_1		
HRH4	Eosinophil_signature_1		
PTGDR2	Eosinophil_signature_1		
GIPR	Eosinophil_IPS_Charoentong2017		
KRT18P50	Eosinophil_IPS_Charoentong2017		
LRMP	Eosinophil_IPS_Charoentong2017		
FOSB	Eosinophil_IPS_Charoentong2017		
RRP12	Eosinophil_IPS_Charoentong2017		
GPR183	Eosinophil_IPS_Charoentong2017		
NR4A3	Eosinophil_IPS_Charoentong2017		
ST3GAL6	Eosinophil_IPS_Charoentong2017		
DEPDC5	Eosinophil_IPS_Charoentong2017		
PDE6C	Eosinophil_IPS_Charoentong2017		
PKD2L2	Eosinophil_IPS_Charoentong2017		
GPR65	Eosinophil_IPS_Charoentong2017		
IL5RA	Eosinophil_IPS_Charoentong2017		
P2RY14	Eosinophil_IPS_Charoentong2017		
DACH1	Eosinophil_IPS_Charoentong2017		
DAPK2	Eosinophil_IPS_Charoentong2017		
EMR3	Eosinophil_IPS_Charoentong2017		
CLC	Basophil_signature		
LMO4	Basophil_signature		
TPSB2	Basophil_signature		
RNF130	Basophil_signature		
MS4A2	Basophil_signature		
ANPEP	Basophil_signature		
CD22	Basophil_signature		
CCR3	Basophil_signature		
ITGA2	Basophil_signature		
CD69	Basophil_signature		
IL3RA	Basophil_signature		
PLAUR	Fibroblast_signature_UM		
FAS	Fibroblast_signature_UM		
PDPN	Fibroblast_signature_UM		
FAP	Fibroblast_signature_UM		
THY1	Fibroblast_signature_UM		
DCN	Fibroblast_signature_UM		
COL1A1	Fibroblast_signature_UM		
COL1A2	Fibroblast_signature_UM		
COL6A1	Fibroblast_signature_UM		
COL6A2	Fibroblast_signature_UM		
COL6A3	Fibroblast_signature_UM		
LUM	Fibroblast_signature_UM		
COL3A1	Fibroblast_signature_UM		
PODN	Fibroblast_signature_UM		
PDGFRL	Fibroblast_signature_UM		
PDGFRB	Fibroblast_signature_UM		
COL14A1	Fibroblast_signature_UM		
TAGLN	Fibroblast_signature_UM		
IGFBP6	Fibroblast_signature_UM		
FBLN1	Fibroblast_signature_UM		
SPOCK1	Fibroblast_signature_UM		
ADAM33	Fibroblast_signature_UM		
PDGFRA	Fibroblast_signature_UM		
SERPINF1	Fibroblast_signature_UM		
COL5A2	Fibroblast_signature_UM		
IGFBP5	Fibroblast_signature_UM		
ELN	Fibroblast_signature_UM		
ACTA2	Fibroblast_signature_UM		
PLIN2	Fibroblast_signature_UM		
APOE	Fibroblast_signature_UM		
PLAUR	Fibroblast_signature_UM		
FAS	Fibroblast_signature_UM		
PDPN	Fibroblast_signature_UM		
FN1	Fibroblast_signature_UM		
COL11A1	Fibroblast_signature_UM		
S100A4	Fibroblast_signature_UM		
TNC	Fibroblast_signature_UM		
ITGA11	Fibroblast_signature_UM		
POSTN	Fibroblast_signature_UM		
P4HB	Fibroblast_signature_UM		
DES	Fibroblast_signature_UM		
CSPG4	Fibroblast_signature_UM		
TAGLN	Fibroblast_signature_UM		
ENG	Fibroblast_signature_UM		
VIM	Fibroblast_signature_UM		
LEPR	Pericyte_signature		
CXCL12	Pericyte_signature		
MCAM	Pericyte_signature		
SPARC	Pericyte_signature		
CXCL12	Pericyte_signature		
MCAM	Pericyte_signature		
CSPG4	Pericyte_signature		
DES	Pericyte_signature		
PECAM1	Pericyte_signature		
CD248	Pericyte_signature		
PDGFRB	Pericyte_signature		
THY1	Pericyte_signature		
SPOCK1	Pericyte_signature		
RGS5	Pericyte_signature		
COL4A1	Pericyte_not_Fibroblast		
COL4A2	Pericyte_not_Fibroblast		
COL4A5	Pericyte_not_Fibroblast		
SPARC	Pericyte_not_Fibroblast		
LAMA5	Pericyte_not_Fibroblast		
ITGA1	Pericyte_not_Fibroblast		
ITGA3	Pericyte_not_Fibroblast		
ITGA4	Pericyte_not_Fibroblast		
ITGA6	Pericyte_not_Fibroblast		
ITGA8	Pericyte_not_Fibroblast		
ITGA11	Pericyte_not_Fibroblast		
ITGAV	Pericyte_not_Fibroblast		
ITGB5	Pericyte_not_Fibroblast		
L1CAM	Pericyte_not_Fibroblast		
DSP	Pericyte_not_Fibroblast		
ESAM	Pericyte_not_Fibroblast		
ICAM1	Pericyte_not_Fibroblast		
PDGFB	Pericyte_to_Fibroblast_Transition		
CD27	T_cell_memory		
FAS	T_cell_memory		
ITGAL	T_cell_memory		
ITGB2	T_cell_memory		
ITGB1	T_cell_memory		
IFNG	T_cell_memory		
IL2	T_cell_memory		
ZBTB16	T_cell_MAIT		
RORC	T_cell_MAIT		
TBX21	T_cell_MAIT		
CD69	T_cell_MAIT		
IL2RA	T_cell_MAIT		
KLRB1	T_cell_MAIT		
FAS	T_cell_MAIT		
CD27	T_cell_MAIT		
IL12RB1	T_cell_MAIT		
IL7R	T_cell_MAIT		
IL15RA	T_cell_MAIT		
IL18R1	T_cell_MAIT		
IL18RAP	T_cell_MAIT		
IFNAR1	T_cell_MAIT		
IFNAR2	T_cell_MAIT		
CCR2	T_cell_MAIT		
CCR5	T_cell_MAIT		
CCR6	T_cell_MAIT		
CCR9	T_cell_MAIT		
CCR10	T_cell_MAIT		
CXCR3	T_cell_MAIT		
CXCR1	T_cell_MAIT		
CXCR6	T_cell_MAIT		
IFNG	T_cell_MAIT		
IFNA1	T_cell_MAIT		
TNF	T_cell_MAIT		
IL17A	T_cell_MAIT		
IL2	T_cell_MAIT		
IL4	T_cell_MAIT		
IL10	T_cell_MAIT		
IL22	T_cell_MAIT		
GZMB	T_cell_MAIT		
GZMA	T_cell_MAIT		
GZMK	T_cell_MAIT		
PRF1	T_cell_MAIT		
PDCD1	T_cell_MAIT		
KLRK1	T_cell_MAIT		
KLRF1	T_cell_MAIT		
NCR3	T_cell_MAIT		
ITGAL	T_cell_MAIT		
NCAM1	T_cell_MAIT		
SPN	T_cell_MAIT		
ITGA1	T_cell_MAIT		
ITGAE	T_cell_MAIT		
SELPLG	T_cell_MAIT		
ITGA4	T_cell_MAIT		
TRAC	T_cell_iNKT		
CD3G	T_cell_iNKT		
KLRB1	T_cell_iNKT		
ITGA2	T_cell_iNKT		
KLRK1	T_cell_iNKT		
KLRG1	T_cell_iNKT		
FCGR3A	T_cell_iNKT		
NCAM1	T_cell_iNKT		
TRAC	T_cell_gamma_delta		
TRGC2	T_cell_gamma_delta		
LAG3	T_cell_exhaustion		
FASLG	T_cell_exhaustion		
HAVCR2	T_cell_exhaustion		
PDCD1	T_cell_exhaustion		
CD38	T_cell_exhaustion		
CD8A	T_cell_exhaustion		
CD8B	T_cell_exhaustion		
ENTPD1	T_cell_exhaustion		
CTLA4	T_cell_exhaustion		
PTPN6	T_cell_exhaustion		
LAYN	T_cell_exhaustion		
TOX	T_cell_exhaustion		
WARS	T_cell_exhaustion		
SNAP47	T_cell_exhaustion		
MYO7A	T_cell_exhaustion		
ITGAE	T_cell_exhaustion		
RGS2	T_cell_exhaustion		
CXCL13	T_cell_exhaustion		
KLRG1	T_cell_exhaustion		
CD160	T_cell_exhaustion		
PRDM1	T_cell_exhaustion		
NFATC1-4	T_cell_exhaustion		
NFAT5	T_cell_exhaustion		
EOMES	T_cell_exhaustion		
TBX21	T_cell_exhaustion		
BATF	T_cell_exhaustion		
FOXO1	T_cell_exhaustion		
VHL	T_cell_exhaustion		
MAF	T_cell_exhaustion		
MT1A	T_cell_exhaustion		
MT2A	T_cell_exhaustion		
FAS	T_cell_EM		
ITGAL	T_cell_EM		
IL2RB	T_cell_EM		
CD58	T_cell_EM		
B3GAT1	T_cell_EM		
CCR7	T_cell_central_memory		
SELL	T_cell_central_memory		
CXCR3	T_cell_central_memory		
FAS	T_cell_central_memory		
ITGAL	T_cell_central_memory		
IL2RB	T_cell_central_memory		
CD58	T_cell_central_memory		
CD8a	T_cell_CD8_positive		
RUNX3	T_cell_CD8_positive		
CD4	T_cell_CD4_positive_CTL		
PRF1	T_cell_CD4_positive_CTL		
GZMB	T_cell_CD4_positive_CTL		
CRTAM	T_cell_CD4_positive_CTL		
KLRC1	T_cell_CD4_positive_CTL		
KLRK1	T_cell_CD4_positive_CTL		
CCR7	T_cell_naive		
SELL	T_cell_naive		
CD28	T_cell_naive		
IL7R	T_cell_naive		
CAV3	Cell_Fusion_Myoblast_1		
NTN3	Cell_Fusion_Myoblast_1		
NEO1	Cell_Fusion_Myoblast_1		
MYOF	Cell_Fusion_Myoblast_1		
MRC1	Cell_Fusion_Myoblast_1		
TRIO	Cell_Fusion_Myoblast_1		
DGKZ	Cell_Fusion_Myoblast_1		
PTGIS	Cell_Fusion_Myoblast_1		
PTGIR	Cell_Fusion_Myoblast_1		
CD164	Cell_Fusion_Myoblast_1		
EHD2	Cell_Fusion_Myoblast_1		
CDC42	Cell_Fusion_Myoblast_1		
MOR23	Cell_Fusion_Myoblast_1		
CAV3	Cell_Fusion_Myoblast_2		
IQSEC1	Cell_Fusion_Myoblast_2		
WIPF1	Cell_Fusion_Myoblast_2		
CRK	Cell_Fusion_Myoblast_2		
DOCK1	Cell_Fusion_Myoblast_2		
DOCK5	Cell_Fusion_Myoblast_2		
ACTR2	Cell_Fusion_Myoblast_2		
ACTR3	Cell_Fusion_Myoblast_2		
WASF1	Cell_Fusion_Myoblast_2		
WASF2	Cell_Fusion_Myoblast_2		
WASF3	Cell_Fusion_Myoblast_2		
BRK1	Cell_Fusion_Myoblast_2		
NCKAP1	Cell_Fusion_Myoblast_2		
RAC1	Cell_Fusion_Myoblast_2		
RAC2	Cell_Fusion_Myoblast_2		
RAC3	Cell_Fusion_Myoblast_2		
RHOG	Cell_Fusion_Myoblast_2		
TANC1	Cell_Fusion_Myoblast_2		
KIRREL1	Cell_Fusion_Myoblast_2		
KIRREL2	Cell_Fusion_Myoblast_2		
KIRREL3	Cell_Fusion_Myoblast_2		
NPHS1	Cell_Fusion_Myoblast_2		
NPHS2	Cell_Fusion_Myoblast_2		
TNFRSF11A	Cell_Fusion_Osteoclast		
TRAF6	Cell_Fusion_Osteoclast		
FOS	Cell_Fusion_Osteoclast		
NFKB1	Cell_Fusion_Osteoclast		
NFATC1	Cell_Fusion_Osteoclast		
DCSTAMP	Cell_Fusion_Osteoclast		
TYROBP	Cell_Fusion_Osteoclast		
TNFSF11	Cell_Fusion_Osteoclast		
TNFRSF11B	Cell_Fusion_Osteoclast		
ATP6V0D2	Cell_Fusion_Osteoclast		
ADORA1	Cell_Fusion_Osteoclast		
P2RX7	Cell_Fusion_Osteoclast		
KCNN4	Cell_Fusion_Osteoclast		
TREM2	Cell_Fusion_Osteoclast		
CD9	Cell_Fusion_Osteoclast		
CD81	Cell_Fusion_Osteoclast		
CD44	Cell_Fusion_Osteoclast		
NTN1	Cell_Fusion_Osteoclast		
LDLR	Cell_Fusion_Osteoclast		
TAL1	Cell_Fusion_Osteoclast		
SPI1	Cell_Fusion_Osteoclast		
GAB2	Cell_Fusion_Osteoclast		
GPNMB	Cell_Fusion_Osteoclast		
OSCAR	Cell_Fusion_Osteoclast		
OCSTAMP	Cell_Fusion_Osteoclast		
CSF1R	Cell_Fusion_Osteoclast		
ACP5	Cell_Fusion_Osteoclast		
KIRREL1	Cell_Fusion_founder_cell		
KIRREL3	Cell_Fusion_founder_cell		
TANC1	Cell_Fusion_founder_cell		
DES	Cell_Fusion_founder_cell		
NPHS1	Cell_Fusion_fusion_competent		
NPHS2	Cell_Fusion_fusion_competent		
GFAP	Cell_Fusion_fusion_competent		
KRT20	Cell_Fusion_fusion_competent		
ANT1	Cell_Fusion_fusion_competent		
MMP9	Cell_Fusion_Macrophage		
CDH1	Cell_Fusion_Macrophage		
CD47	Cell_Fusion_Macrophage		
SIRPA	Cell_Fusion_Macrophage		
ITGB1	Cell_Fusion_Macrophage		
ITGB2	Cell_Fusion_Macrophage		
ARF6	Cell_Fusion_Macrophage		
PXN	Cell_Fusion_Macrophage		
CD36	Cell_Fusion_Macrophage		
DCSTAMP	Cell_Fusion_Macrophage		
CD200	Cell_Fusion_Macrophage		
CD200R1	Cell_Fusion_Macrophage		
ICAM1	Cell_Fusion_Macrophage		
CD44	Cell_Fusion_Macrophage		
TYROBP	Cell_Fusion_Macrophage		
P2RX7	Cell_Fusion_Macrophage		
MRC1	Cell_Fusion_Macrophage		
ATP6V0D2	Cell_Fusion_Macrophage		
CCL2	Cell_Fusion_Macrophage		
RAC1	Cell_Fusion_Macrophage		
PTDSS1	Cell_Fusion_Macrophage		
ZAP70	Cell_Fusion_Macrophage		
SYK	Cell_Fusion_Macrophage		
TREM2	Cell_Fusion_Macrophage		
CD63	Cell_Fusion_Macrophage		
MFGE8	Cell_Fusion_Macrophage		
MMP9	Cell_Fusion_fusion_competent_macrophage		
CDH1	Cell_Fusion_fusion_competent_macrophage		
DCSTAMP	Cell_Fusion_fusion_competent_macrophage		
ERVW-1	Cell_Fusion_Trophoblast		
ERVFRD-1	Cell_Fusion_Trophoblast		
SLC1A4	Cell_Fusion_Trophoblast		
SLC1A5	Cell_Fusion_Trophoblast		
GJA1	Cell_Fusion_Trophoblast		
CGB3	Cell_Fusion_Trophoblast		
CGB5	Cell_Fusion_Trophoblast		
LHCGR	Cell_Fusion_Trophoblast		
GCM1	Cell_Fusion_Trophoblast		
TJP1	Cell_Fusion_Trophoblast		
CDH11	Cell_Fusion_Trophoblast		
EZR	Cell_Fusion_Trophoblast		
MSN	Cell_Fusion_Trophoblast		
RDX	Cell_Fusion_Trophoblast		
MFSD2A	Cell_Fusion_Trophoblast		
STAT5B	Cell_Fusion_Trophoblast		
NR4A3	Cell_Fusion_Trophoblast		
OVOL1	Cell_Fusion_Trophoblast		
SP6	Cell_Fusion_Trophoblast		
ANXA5	Cell_Fusion_Trophoblast		
A2M	Cell_Fusion_Trophoblast		
HSPA5	Cell_Fusion_Trophoblast		
ATF1	Cell_Fusion_Trophoblast		
CREB1	Cell_Fusion_Trophoblast		
CREBZF	Cell_Fusion_Trophoblast		
CREBBP	Cell_Fusion_Trophoblast		
DOCK1	Cell_Fusion_Trophoblast		
DOCK5	Cell_Fusion_Trophoblast		
ARHGEF18	Cell_Fusion_Trophoblast		
HDAC1	Cell_Fusion_Trophoblast		
HDAC2	Cell_Fusion_Trophoblast		
SIK1	Cell_Fusion_Trophoblast		
ANO6	Cell_Fusion_Trophoblast		
SP1	Cell_Fusion_Trophoblast		
FZD5	Cell_Fusion_Trophoblast		
WNT2	Cell_Fusion_Trophoblast		
PTDSS1	Cell_Fusion_Trophoblast		
CTNNA1	Cell_Fusion_Trophoblast		
CTNNB1	Cell_Fusion_Trophoblast		
CDH1	Cell_Fusion_Trophoblast		
TM9SF4	Nutrient_Starvation_Phagocytosis_Engulfment		
ATG5	Nutrient_Starvation_Phagocytosis_Engulfment		
ATG7	Nutrient_Starvation_Phagocytosis_Engulfment		
PRKAA2	Nutrient_Starvation_Phagocytosis_Engulfment		
PRKAA1	Nutrient_Starvation_Phagocytosis_Engulfment		
PRKAB1	Nutrient_Starvation_Phagocytosis_Engulfment		
PRKAB2	Nutrient_Starvation_Phagocytosis_Engulfment		
CDC42	Nutrient_Starvation_Phagocytosis_Engulfment		
TERF2IP	Nutrient_Starvation_Phagocytosis_Engulfment		
EZR	Nutrient_Starvation_Phagocytosis_Engulfment		
LPAR2	Nutrient_Starvation_Phagocytosis_Engulfment		
CD68	Nutrient_Starvation_Phagocytosis_Engulfment		
TM9SF1	Nutrient_Starvation_Phagocytosis_Engulfment		
TM9SF2	Nutrient_Starvation_Phagocytosis_Engulfment		
TM9SF3	Nutrient_Starvation_Phagocytosis_Engulfment		
TM9SF4	Nutrient_Starvation_Phagocytosis_Engulfment		
LTBP4	01_Differentiated_FT		
PTGS1	01_Differentiated_FT		
SLC25A25	01_Differentiated_FT		
LAMC2	01_Differentiated_FT		
LRG1	01_Differentiated_FT		
DHCR24	01_Differentiated_FT		
LDLR	01_Differentiated_FT		
SPP1	02_KRT17_FT		
IL1B	02_KRT17_FT		
IL1RN	02_KRT17_FT		
KRT23	02_KRT17_FT		
ALDH3B2	02_KRT17_FT		
SUSD2	02_KRT17_FT		
DEFB1	02_KRT17_FT		
HLA-DQA2	02_KRT17_FT		
CYP4B1	02_KRT17_FT		
PIGR	02_KRT17_FT		
SPARC	03_EMT_FT		
SERPINF1	03_EMT_FT		
DCN	03_EMT_FT		
SFRP4	03_EMT_FT		
CRISPLD2	03_EMT_FT		
TIMP3	03_EMT_FT		
CNN1	03_EMT_FT		
MYH11	03_EMT_FT		
MFAP4	03_EMT_FT		
ENG	03_EMT_FT		
EFEMP1	03_EMT_FT		
RGS16	03_EMT_FT		
FEN1	04_Cell_cycle_FT		
NUSAP1	04_Cell_cycle_FT		
UBE2C	04_Cell_cycle_FT		
ZWINT	04_Cell_cycle_FT		
PRC1	04_Cell_cycle_FT		
ASF1B	04_Cell_cycle_FT		
MCM4	04_Cell_cycle_FT		
GINS2	04_Cell_cycle_FT		
CENPM	04_Cell_cycle_FT		
MCM2	04_Cell_cycle_FT		
TK1	04_Cell_cycle_FT		
MCM6	04_Cell_cycle_FT		
SMC4	04_Cell_cycle_FT		
MLF1IP	04_Cell_cycle_FT		
MAD2L1	04_Cell_cycle_FT		
TEKT1	05_Ciliated_FT		
FAM92B	05_Ciliated_FT		
SNTN	05_Ciliated_FT		
LRRC46	05_Ciliated_FT		
EFCAB1	05_Ciliated_FT		
CDHR3	05_Ciliated_FT		
C6orf118	05_Ciliated_FT		
CCDC78	05_Ciliated_FT		
CT45A1	CT45		
CT45A2	CT45		
CT45A3	CT45		
CT45A5	CT45		
CT45A6	CT45		
CT45A7	CT45		
CT45A8	CT45		
CT45A9	CT45		
CT45A10	CT45		
ITGAE	T_cell_TRM		
CD69	T_cell_TRM		
CXCR3	T_cell_TRM		
CXCR6	T_cell_TRM		
CCR5	T_cell_TRM		
CCR6	T_cell_TRM		
ITGAV	T_cell_TRM		
CD44	T_cell_TRM		
ADGRE5	T_cell_TRM		
VCAM1	T_cell_TRM		
CLDN19	T_cell_TRM		
CCL3	T_cell_TRM		
CCL4	T_cell_TRM		
CCL20	T_cell_TRM		
XCL1	T_cell_TRM		
S1RP1	T_cell_TRM		
SELL	T_cell_TRM		
KLF2	T_cell_TRM		
IL2RB	T_cell_TRM		
IL7R	T_cell_TRM		
GZMB	T_cell_TRM		
EOMES	T_cell_TRM		
ITGB3	T_cell_TRM		
ITGB1	T_cell_TRM		
RORG	T_cell_Th17		
CCR4	T_cell_Th17		
CCR6	T_cell_Th17		
STAT3	T_cell_Th17		
IL17A	T_cell_Th17		
IL17F	T_cell_Th17		
IL21	T_cell_Th17		
IL22	T_cell_Th17		
TGFB1	T_cell_Th17		
IL6	T_cell_Th17		
TGFBR1	T_cell_Th17		
IL23R	T_cell_Th17		
IL23R	T_cell_Th17		
IL24	T_cell_Th17		
IL26	T_cell_Th17		
GATA3	T_cell_Th2		
IL4	T_cell_Th2		
IL5	T_cell_Th2		
IL6	T_cell_Th2		
IL10	T_cell_Th2		
IL13	T_cell_Th2		
STAT6	T_cell_Th2		
IL4R	T_cell_Th2		
IL17RB	T_cell_Th2		
IL25	T_cell_Th2		
TBX21	T_cell_Th1		
IFNG	T_cell_Th1		
IL12RB1	T_cell_Th1		
CXCR3	T_cell_Th1		
CCR5	T_cell_Th1		
IL2	T_cell_Th1		
IL12	T_cell_Th1		
IL18	T_cell_Th1		
IL27	T_cell_Th1		
IL2	T_cell_Th1		
IL10	T_cell_Th1		
TNFA	T_cell_Th1		
STAT4	T_cell_Th1		
IFNGR1	T_cell_Th1		
STAT1	T_cell_Th1		
BCL6	T_cell_TFH		
STAT3	T_cell_TFH		
CXCR5	T_cell_TFH		
IL21	T_cell_TFH		
IL6	T_cell_TFH		
IL10	T_cell_TFH		
FOXP3	T_cell_regulatory		
IL2RA	T_cell_regulatory		
CD4	T_cell_regulatory		
CTLA4	T_cell_regulatory		
LAYN	T_cell_regulatory		
TGFBR1	T_cell_regulatory		
EBI3	T_cell_regulatory		
IL12A	T_cell_regulatory		
IL10	T_cell_regulatory		
TGFB1	T_cell_regulatory		
SERPINE1	up_MMT		
SERPINE2	up_MMT		
RUNX1	up_MMT		
FOSL1	up_MMT		
HIF1A	up_MMT		
TWIST1	up_MMT		
DAXX	up_MMT		
RYBP	up_MMT		
HMGA1	up_MMT		
MDK	up_MMT		
LIF	up_MMT		
CXCL1	up_MMT		
CXCL2	up_MMT		
CXCL3	up_MMT		
CXCL8	up_MMT		
FAP	up_MMT		
COL3A1	up_MMT		
COL5A1	up_MMT		
TUBB2A	up_MMT		
FBLN1	up_MMT		
POSTN	up_MMT		
TGFB1	up_MMT		
ITLN1	down_MMT		
ITLN2	down_MMT		
TNFSF10	down_MMT		
CPB1	down_MMT		
RERG	down_MMT		
