gene	Mesenchymal.progenitor_2	Mesenchymal.progenitor_8	Mesothelial_4	T.NK_20	Mesothelial_18	T.NK_11	Mesothelial_1	T.NK_22	T.NK_3	Monocyte.Macrophage_15	Mesothelial_13	T.NK_17	T.NK_19	B.cells_16	Endothelial_9	Neutrophils_5	Noise_7	Tumor_HGSOC_14	Mast.cells_25	EMT_24	T.NK_23	Lymphatic.endothelial_6	Plasma_21	T.NK_12	Plasmacytoid.dendritic_10
TBC1D10B	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	6e-04	0	0	5e-04	0	0	0	0.0032	0	0	0.0024
MYLPF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0
ZNF48	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	2e-04	0.0456	0	0	0	0	0	0
SEPTIN1	0	0	2e-04	0.3211	0	0.3082	3e-04	0.2631	0.3643	0	4e-04	0.2933	0.286	0.2906	0	0.0041	0.0623	0.0128	0	0	0.6856	0	0.0307	0.2056	0.1439
ZNF771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032	0	0	0
DCTPP1	2e-04	3e-04	0	3e-04	0.0034	0	0.0019	0.0024	1e-04	0.0074	4e-04	1e-04	0.006	0.0089	0.0225	0	0.003	0.3473	0.0024	0.0066	0	0.1619	0.0098	0.0097	0
SEPHS2	0.0259	0.0085	0.0319	0.0032	0.0502	0.0042	0.1102	0.02	0.0034	0.0062	0.0389	6e-04	0.001	0.0102	0.1675	0.0142	0.0415	0.3224	0.0336	0.034	0.0117	0.1365	0.0042	8e-04	0
ITGAL	0	0	0	0.2717	0	0.1444	0	0.4896	0.0549	0.0474	0	0.0751	0.1465	9e-04	0	0.0036	0.0267	0.0019	0	0	0.0167	0	0.0042	0.1823	0.0122
ZNF768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	0	0
ZNF747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF688	1e-04	0	0	2e-04	0	0	0	0	1e-04	1e-04	0	0	0.0025	0	0.0058	0	0	0	0	0	0	0	0.0028	0	0
ZNF785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0
ZNF689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058	0	0	0	0	4e-04	0	0	0	0	0
PRR14	0	0	0	0	0	0	0	2e-04	0	4e-04	0	0	0	0	0.0013	0	0	5e-04	0	0	0	0	0	0	0.0024
FBRS	9e-04	0	1e-04	0.004	5e-04	0.0066	0	0.0145	0.0014	0.0096	0.0109	3e-04	0.0149	0.0567	0.0103	0.003	0	0.0146	0	0.0079	0.0019	0.0381	0.007	4e-04	0.2732
SRCAP	0	0	0	0	0	0	0	0.0012	0	4e-04	0	0	0	4e-04	0	0	0	7e-04	0	4e-04	0	0	0	0	0.0098
TMEM265	2e-04	0	0.0016	0	9e-04	0.0015	2e-04	0	0	0	0.012	0	0	0	0	0.0014	0.0208	0.5143	0	8e-04	0	0	0.0042	8e-04	0
PHKG2	0	0	0	0	3e-04	0	0	9e-04	0	3e-04	0	0	0	0	0	0	0.003	0.0445	0	0	0	0	0.0042	0	0
CCDC189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF40	0	0	0	0	0	0	0	9e-04	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0.0073
ZNF629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCL7C	0.3139	0.4368	0.072	0.2949	0.0976	0.1271	0.2242	0.4325	0.4662	0.0304	0.0097	0.1541	0.1425	0.1623	0.2837	0.0142	0.1157	0.5775	0.283	0.1462	0.3428	1.1238	0.0293	0.1496	0.0049
CTF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXL19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORAI3	0.0061	0.3396	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0
SETD1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSD3B7	0.0447	0.7023	9e-04	0	0.0105	0	2e-04	0	0	0.0078	0	0	0	9e-04	6e-04	0	0.0119	0.0014	0.0072	0.0149	0	0.0127	0	0	0
STX1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0	0
STX4	0.062	0.515	0.136	0.0423	0.3016	0.0255	0.1303	0.09	0.0492	0.4995	0.2148	0.008	0.0094	0.0588	0.1399	0.0527	0.0475	0.0272	0.1343	0.1317	0.0315	0.1333	0.0028	8e-04	0.0024
ZNF668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	0
ZNF646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032	0	0	0
VKORC1	0.8854	1.3899	0.5871	0.1586	0.6521	0.0972	0.7224	0.1547	0.2922	0.1785	0.31	0.0635	0.0427	0.0839	0.4724	0.0587	0.2493	0.49	0.3597	0.8849	0.2156	0.6032	1.0488	0.0359	0.022
BCKDK	0	0	0	0	0	0	0	0	0	0.0147	0	0	0	0	0	3e-04	0	0.001	0	0	0	0	0.0056	0	0
KAT8	2e-04	0.0013	0	0	0.0159	2e-04	0.0075	0	0	0.0036	4e-04	0	5e-04	0	0.0058	0.0063	0	0.0029	0	0	0	0	0	0	0.0024
PRSS8	0	0	0.001	0	0	9e-04	2e-04	0	0	0	0.0058	0	0	0	0	3e-04	0.0119	0.3481	0	0	0	0	0.0014	0	0
PRSS36	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUS	2.5149	2.0964	2.3882	3.2309	2.3055	3.6102	2.201	3.0586	3.629	1.7126	4.1115	2.9203	2.1986	3.1023	2.6367	1.2824	2.1009	1.6781	1.9257	2.6605	4.1019	3.2667	0.8968	1.5492	2.4902
PYCARD	0.0255	0.0171	0.1844	0.1591	0.356	0.1027	0.4837	0.2699	0.1457	1.1673	0.0455	0.0479	0.0993	0.2177	0.1078	0.3324	0.1306	0.0266	0.4532	0.0464	0.0506	0.0825	0.0893	0.1867	1.0634
TRIM72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0	0	0
ITGAM	1e-04	0	0	1e-04	0	0.0039	0	0.0465	0	0.6588	0	0	0	0	0	0.1852	0	3e-04	0.0144	0	0	0	0	0	0
ITGAX	0	0	0	0.0024	0	0.0086	1e-04	0.0617	0.0021	1.1454	0.0051	0	0	0.0034	0	0.5378	0	0	0.1367	0	0	0	0.0014	0	0
ZNF843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARMC5	0	0	0	0	0	0	0	2e-04	0	7e-04	0	0	0	0	0.0083	0	0	0	0	0	0	0.0063	0	0	0.0122
TGFB1I1	0.0644	0.0668	0.0017	0	0.0063	0	0.0059	0	0	0	0.0031	0	0	0	0.0225	0	0.003	0.0019	0	0.2596	0	0.1683	0	0	0
C16orf58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0
ZNF720	3e-04	0	0	0	2e-04	2e-04	0	0.0014	0	1e-04	0	0	0	0	0.0321	0	0	0.0183	0.0024	0.0017	0	0	0	0	0
ZNF267	0	0	4e-04	0.1224	2e-04	0.1345	0	0.0753	0.1749	0.5461	0.0214	0.2391	0.1912	0.0567	0.4942	0.292	0.0297	0.0015	0.1391	0.0203	0.0778	0.0508	0.0028	0.1089	0.0585
VPS35	0.1123	0.3021	0.0301	0.0477	0.0843	0.0472	0.1876	0.0339	0.0966	0.6191	0.0583	0.019	0.0288	0.493	0.1021	0.13	0.092	0.4016	0.1295	0.0592	0.0976	0.4603	0.0167	0.0052	0.2024
ORC6	0	0	0	0	2e-04	2e-04	0	5e-04	0	0.003	0	1e-04	0.001	0	6e-04	0	0	0.0726	0	0.0012	0	0	0.0042	0.006	0
C16orf87	0	0	4e-04	1e-04	0	0.0018	1e-04	5e-04	0	0	8e-04	0	0.2354	0	6e-04	0	0.003	0.0368	0.0024	0.0012	0	0	0.0028	0.0258	0.0073
GPT2	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0.0276	0	0	0	0	0.0014	0	0
DNAJA2	0.234	0.1964	0.2048	0.6308	0.2834	0.2702	0.3008	0.4606	0.6004	0.2172	0.1488	0.6666	0.7517	0.651	0.2529	0.0773	0.1691	0.302	0.2902	0.1135	0.8011	0.2476	0.0404	0.2798	0.5585
NETO2	0	0	0	0	0	0	0	0	0	0.0066	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0
ITFG1	0.0116	0.0057	0	0	0.0022	0	0.0032	0.0017	0	0.0124	4e-04	0	0.0074	9e-04	0.0379	0	0.003	0.0041	0	0.0062	0	0.0444	0.272	0	0.0073
PHKB	0.0081	0.0228	0.0025	0.021	0.0262	0.0595	0.06	0.0253	0.0199	0.1514	0.0618	1e-04	0.215	0.3025	0.2202	0.0027	0.0356	0.0384	0.036	0.0352	0.0191	0.273	0.0265	0.0028	0.0317
LONP2	0.1905	0.121	0.0431	0.0402	0.0937	0.0847	0.1126	0.0448	0.0945	0.1589	0.2584	0.0266	0.0328	0.0733	0.1104	0.0942	0.0593	0.0228	0.0815	0.1412	0.2644	0.0952	0.0251	0.0016	0.0561
SIAH1	0.0695	0.0381	3e-04	0	0	2e-04	0	0	0	0.0295	0.0016	0	0	0	0.0058	0.0016	0	0.0034	0.0216	0.0104	0	0.0476	0.0153	0	0
N4BP1	0.0021	5e-04	0.0012	0.6562	0.0034	0.2544	0.0038	0.2895	0.217	0.2257	0.0175	0.4543	0.6207	0.0341	0.0539	0.6181	0.0623	0.023	0.0168	0.024	0.0618	0.0222	0.0251	0.3931	0.0195
ZNF423	2e-04	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0
CNEP1R1	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	6e-04	0	0	0	0	0	0	0	0	0	0
HEATR3	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TENT4B	3e-04	3e-04	1e-04	0.1229	0	0.0263	0	0.1809	0.0122	0.1659	0.0089	0.0015	0.0025	0	0.0051	0.0049	0	0.0031	0.0024	0.007	0.008	0.0063	0.0028	0.0016	0.061
ADCY7	0	0	0	0.0013	0	0	0	0.005	0	0.0627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024
BRD7	0.0325	0.0894	0.0712	0.2666	0.1558	0.1211	0.2443	0.4379	0.2831	0.0627	0.0952	0.1111	0.2373	0.2769	0.0796	0.0112	0.0772	0.4417	0.0576	0.053	0.6115	0.2127	0.0223	0.0835	0.3341
NKD1	0	0	0	0	0	0	0	0	0	1e-04	0	0	0	0	0	0	0	0	0	0.0075	0	0	0	0	0
SNX20	0	0	0	0	0	0	0	0.0022	0	0.0053	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0
CYLD	0.0152	0.0067	0.2157	0.8292	0.1223	0.8117	0.0259	0.8108	0.9145	0.3536	0.4281	0.8427	0.9543	0.905	0.2182	0.4646	0.2255	0.0248	0.4892	0.1801	1.0315	0.4317	0.4114	0.6085	0.4634
AC007906.2	0	0	1e-04	0	2e-04	0	0	0	0	0	0.0023	0	0	0	0	0	0	0.0469	0	0	0	0	0	0	0
CHD9	0.9243	0.9358	0.185	0.175	0.2314	0.3369	0.4745	0.3498	0.2638	0.1676	0.6624	0.0509	0.0511	0.5215	0.7818	0.0377	0.1958	0.1979	0.2614	0.5217	0.2483	0.854	0.2566	0.031	0.9585
RBL2	0.0136	0.0184	0.001	0.4011	0.0023	0.4611	0.01	0.386	0.6153	0.0447	0.0532	0.2899	0.1589	0.0281	0.1021	0.0497	0.1068	0.0063	0.0048	0.0323	0.6683	0.073	0.0126	0.0718	0.0585
AKTIP	0	0	0	5e-04	0	0	0	0	1e-04	0	0	0	0.0159	0	0.0032	0	0	0	0	0	0	0.0063	0	0.0012	0
RPGRIP1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	0.0017	0	0	0	0	0
FTO	4e-04	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0.0012	0	0	0	0	0
IRX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP2	2.4799	2.357	0.0108	6e-04	0	0.0224	0	0.0078	0.0166	0	0.0556	0	0.003	0.0175	0	0.0339	0.1246	0	0.0336	1.5723	0.118	0.1016	0	0	0
LPCAT2	5e-04	0	0	0	0	6e-04	0	0	0	0.2621	4e-04	0	0	0	0.0751	0.0552	0	3e-04	0.3189	0	0	0.0032	0	0	0
CES1	0.0019	0.0262	0	0	0	0	0	0.0503	0	0.0631	0	0	0	0	0.0013	0.0085	0	3e-04	0.0024	0	0	0	0	0	0
GNAO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMFR	4e-04	3e-04	0	0	8e-04	4e-04	0	2e-04	1e-04	9e-04	0	0	0	0.0072	0.0013	0	0	9e-04	0	0.0012	0	0.0032	0	0	0
NUDT21	3e-04	8e-04	0.0017	0.0044	0.0023	7e-04	6e-04	0.0038	5e-04	0.0042	0.0016	1e-04	0.067	0.0013	0.0096	3e-04	0.0059	0.1633	0.0024	0.0037	0.0019	0.0667	0.0098	0.0226	0.0073
OGFOD1	1e-04	0	0	0	3e-04	0	0	0	0	4e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBS2	0	0	1e-04	0	0.002	0	3e-04	0	0	7e-04	8e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MT2A	28.9514	14.5705	26.3495	4.4428	28.4455	5.6207	24.0558	5.2033	7.7256	8.1873	27.7148	6.039	2.1837	0.9301	14.6316	3.1254	19.3591	1.9354	12.5228	16.2787	3.5516	5.5651	0.523	2.025	0
MT1E	3.8325	1.8837	8.7114	0.8965	10.4961	1.3084	10.32	1.0522	1.7615	0.2499	8.3632	1.4447	0.285	0.1879	1.7195	0.7809	6.3027	0.6637	1.3981	3.1387	0.7381	1.073	0.0279	0.1681	0
MT1M	5.7378	2.7617	3.7904	0.1822	4.2092	0.4115	4.2147	0.2948	0.3929	0.0182	3.6006	0.4532	0.0353	0.0469	1.2182	0.3775	2.6736	0.05	0.5875	1.3814	0.3113	0.2	0	0	0
MT1A	3.3702	1.7899	0.8737	0.0596	0.751	0.092	0.4941	0.0581	0.1108	0	0.897	0.1263	5e-04	0.0098	0.5635	0.0989	0.638	0.0075	0.1415	0.7752	0.1118	0.0889	0	0	0
MT1F	3e-04	0	0.2429	0.0477	0.56	0.0667	0.4301	0.0512	0.043	0.0641	0.2183	0.0756	0.0124	0.0026	0	0.0158	0.2611	0.2118	0.0168	0.0199	0.0414	0.0063	0.0126	0.0302	0
MT1G	0.5813	0.0622	0.563	0.0405	0.6457	0.1262	0.669	0.0265	0.0873	0.3676	0.3889	0.1046	0.003	0	0	0.0314	0.3472	0.1621	0.0767	0	0.0154	0	0.0377	0	0
MT1H	0	0	0.0013	0	0.0133	0.0048	0.0108	0	0	0.1518	4e-04	7e-04	5e-04	0	0	0	0	0.0108	0.0048	0	0	0	0.0042	4e-04	0
MT1X	7.4387	3.1321	5.6964	1.012	5.573	1.2856	6.0072	1.1461	2.0221	0.6866	5.0901	1.4631	0.3441	0.2531	2.7959	0.6651	4.6024	0.4334	1.4221	2.4145	1.3558	0.8635	0.2162	0.2117	0
NUP93	0	0	0	0	0	0	0	0	0	7e-04	0	0	0	0	0.0019	0	0	5e-04	0	0	0	0	0	0	0
HERPUD1	0.7371	0.8402	0.7725	1.8275	0.3941	1.169	0.7985	1.3503	1.7369	2.1865	0.871	1.2747	1.4672	4.0239	0.8665	0.6203	0.7151	0.3402	0.9928	0.4588	1.1087	1.127	12.9428	1.0153	16.1195
NLRC5	0	0	0	0.0557	0	0.0628	0	0.0903	0.0129	0.0086	0.0016	0.0042	0.0199	0.0064	0.0039	0.0071	0.003	0.0017	0	8e-04	0.0414	0	0.0028	0.0601	0
CPNE2	0	0	0	0	5e-04	0	0	0	0	0.0072	0	0	0	0	0.0693	0	0	0.001	0	8e-04	0	0.0095	0	0	0
FAM192A	1e-04	0	0	0	0	4e-04	0	5e-04	3e-04	0.002	4e-04	0	0	0	0.0019	0	0.003	0.0982	0.0504	0	0	0.0254	0	0	0.0732
RSPRY1	0	0	0.0084	5e-04	0.0079	0	1e-04	0	0	5e-04	0.0171	0	0	9e-04	0.0083	0	0.003	0	0	0.0033	0	0.0349	0	0	0.0073
ARL2BP	0.0208	0.0477	0.1059	0.0013	0.3717	0.004	0.4308	0.0195	0.0018	0.0018	0.0777	0.0027	0.002	0.0013	0.1322	0.0046	0.0504	0.0033	0.0432	0.0248	0.0093	0.1048	0.0098	0.0012	0
PLLP	0	0	0.1125	0	0.5347	7e-04	0.5266	0	0	0	0.1088	0	0	0	0.0315	5e-04	0.0801	0.0348	0	0.0025	0	0.0127	0	0	0
CIAPIN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0.0024
COQ9	0	0	0	0	0.0012	0	0	0	0	0	0.0023	0	0	0	6e-04	0	0	0.0867	0	0	0	0	0	0	0
POLR2C	0.0022	8e-04	0.0012	0.0049	0	9e-04	2e-04	0.0129	0.0032	0	8e-04	1e-04	0.002	0.0047	0.0096	0	0.003	0.1119	0.0072	0.0062	0.0519	0.0317	0	0	0
DOK4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-04	0	0	2e-04	0	0	0	0.0032	0	0	0
CCDC102A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0
ADGRG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049
ADGRG1	0	3e-04	9e-04	0.0044	0	0.0127	1e-04	0.3357	1e-04	0	0.0012	0.0024	0	0	0.38	8e-04	0.0089	0.2779	0	0	0	0.019	0.0014	0.0948	0
ADGRG3	0	0	0	4e-04	0	2e-04	0	0.0145	0	0.0018	0	0	0	0	0	0.4231	0	2e-04	0	0	0	0.073	0	0	0
KATNB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	4e-04	0	0	0	0	0
KIFC3	0	0	0	0	0.0029	2e-04	0	2e-04	0	0.0328	4e-04	0	0	0	0.0148	0	0.003	0.0015	0	0.0012	0	0.0095	0	0	0
TEPP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USB1	0	0	0	0	0	0	0	5e-04	1e-04	0.0023	0	0	0.001	0	0	0	0	2e-04	0	0	0	0	0	0.0012	0
MMP15	0	0	0	0	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0
CFAP20	0.0014	0	1e-04	0.0021	0	9e-04	0	0.0048	5e-04	3e-04	0	1e-04	0.0427	0	0.0552	0	0	0.0105	0	0.0012	0.0012	0.0444	0	0.0137	0.0098
CSNK2A2	0	0	2e-04	0	3e-04	0	0	0	0	5e-04	4e-04	0	0	0	0.0083	0	0.003	0.019	0.0024	4e-04	0	0.0063	0	0	0.0024
CCDC113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0
GINS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-04	0	0	0	0	0	0	0	0	0	0
NDRG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0668	0	0	0	0	0	0	0.0063	0	0	0
SETD6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0
CNOT1	0.0019	0	9e-04	0.1261	0.002	0.0544	1e-04	0.1239	0.092	0.0672	0.0221	0.0836	0.1147	0.2015	0.0501	0.006	0.0267	0.0495	0.0432	0.0041	0.05	0.0571	0.0042	0.0335	0.2805
SLC38A7	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOT2	0	0	0	0	2e-04	0	0	0	0	0	0	0	0	0	6e-04	0	0	0.0039	0	4e-04	0	0	0.0014	0	0
CDH11	0.1858	0.0106	0.0234	0	0.115	2e-04	0.0167	0	0	4e-04	0.0412	0	0	0	0.0661	3e-04	0.0119	0.0012	0	0.5648	0	0.0095	0	0	0
CDH5	1e-04	0	0	0	0	0	0	0	0	4e-04	4e-04	0	0	0	0.9211	0	0	3e-04	0	0.0041	0	0.8762	0	0	0
BEAN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TK2	5e-04	0.0067	0	0	0	2e-04	0	0	0	0.0024	0	0	0	0	0	0	0	0	0	8e-04	0	0.019	0	0	0
CKLF	0.0376	0.2023	0.0087	0.943	0	0.6738	0.0105	0.9366	1.0474	0.8865	0.0027	0.721	1.2468	0.3059	0.1341	0.9161	0.2908	0.1837	1.5947	0.0592	0.2959	0.2254	0.3068	1.4698	0.2366
CMTM2	0	0	1e-04	3e-04	0	6e-04	0	0	0	9e-04	0	0	0	0	0	1.0931	0.0089	0	0.0024	0	0	0	0.0028	0	0.0024
CMTM3	0.0834	0.7925	0.0018	0.0145	0.0011	0.0018	2e-04	0.0326	0.0263	0.0552	0.0027	0.0048	0.0283	0	0.0019	0.0016	0.0119	0.0026	0.0408	0.0704	0.0031	0.3111	0	0.0024	0.0976
CMTM4	0	0	0	0	8e-04	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	4e-04	0	0	0	0	0
DYNC1LI2	0.1788	0.3966	0.2006	0.0894	0.5182	0.0964	0.3903	0.1017	0.1056	0.1226	0.4301	0.0458	0.0338	0.0614	0.6765	0.0347	0.1424	0.1455	0.0408	0.3159	0.0704	0.8032	0.0195	0.0129	0.0683
NAE1	8e-04	0	5e-04	0.001	0.0245	0.0026	0.0287	0.0074	0.0041	0	0.0023	0	0.003	9e-04	0.0071	3e-04	0.0089	0.0661	0.0024	0.0062	0.0482	0	0.0014	0.0016	0
PDP2	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRAD	0.1148	0.2751	0.3666	9e-04	0.3875	0.0364	0.1854	0.0062	0.0054	0.0406	0.4654	0.0027	0	0.0102	0.0327	0.0038	0.1098	0.0677	0.2158	0.4907	0	0.019	0.1297	0	0
CIAO2B	0.644	0.7427	0.4131	0.8949	0.5743	0.6152	0.667	0.8711	0.8001	0.5654	0.2813	0.866	0.9846	0.7882	0.6958	0.1497	0.4036	0.5702	1.0216	0.4708	0.8975	0.9016	0.7531	1.0234	0.9951
CES2	0	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	0	0.0012	0	0.0032	0	0	0
CES4A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBFB	0	3e-04	0	0.005	0	0.0017	0	0.0112	0.0153	0.022	0	7e-04	0.0045	0.0179	0.0116	0.0014	0	0.006	0.048	4e-04	0.0019	0.0032	0	0	0.0512
C16orf70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3GNT9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0
TRADD	0.0021	0.0098	4e-04	0.017	0.0065	0.0165	0.0158	0.0084	0.1666	0.0142	0.0016	0.0619	0.076	0.0043	0.0058	0	0.0089	7e-04	0.0048	0.0033	0.0568	0.019	0.2455	0.0044	0.0171
FBXL8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-04	0	0	0	0	0	0	0	0	0	0
HSF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0	0
NOL3	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0.0013	0	0.003	3e-04	0	0.0104	0	0	0	0	0
KIAA0895L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXOC3L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0096	0	0	2e-04	0	0	0	0.054	0	0	0
E2F4	0	0	0	4e-04	0	0	0	0.0019	3e-04	0.0018	0	0	0.0015	0.0017	0.0051	0	0	0.0015	0	8e-04	0	0	0.0056	0	0
ELMO3	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0
TMEM208	0.0619	0.0469	0.0386	0.0666	0.1869	0.0253	0.1761	0.1361	0.0799	0.0467	0.0245	0.0152	0.1008	0.1692	0.0353	0.0036	0.0682	0.4586	0.1295	0.1979	0.0161	0.1524	1.8675	0.0492	0.6049
FHOD1	1e-04	0	0	0	0	0	0	0	0	1e-04	0	0	0	0	0.0058	0	0	0	0.0791	0.0012	0	0.0095	0	0	0
PLEKHG4	0	0	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-04	0	0	0	0	0
LRRC36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPPP3	0.2748	1.1959	0.0033	0	0.0017	0	0.001	2e-04	4e-04	0	0.0019	1e-04	5e-04	0.0013	0.0026	5e-04	0.0297	0.0089	0.0288	0.0783	0	0	0	0	0
ZDHHC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0
HSD11B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V0D1	0.0199	0.013	0.0378	0.0657	0.0701	0.0391	0.0409	0.101	0.0673	0.9953	0.0474	0.0345	0.0248	0.2493	0.027	0.5668	0.0148	0.0286	0.3741	0.0381	0.0117	0.054	0.0391	0.0028	0.6244
RIPOR1	3e-04	0	1e-04	0	0.0042	0	0	0	0	0.0104	0.0019	0	0	4e-04	0.301	0	0	7e-04	0	0.0025	0	0.3492	0.0056	0	0.0122
CTCF	3e-04	3e-04	2e-04	0.0478	0.0054	0.0233	0.004	0.0805	0.0378	0.0039	0.0093	0.0119	0.0606	0.0724	0.0167	5e-04	0.003	0.0339	0.024	0.0017	0.0636	0.1556	0.0153	0.0218	0.0341
CARMIL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PARD6A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0
ENKD1	0	0	0	0	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
